"id","zip_code","city","id_county"
"2730","2433","Sárosd","7"
"2731","3952","Sárospatak","4"
"2732","3950","Sárospatak","4"
"2733","7145","Sárpilis","17"
"2734","4171","Sárrétudvari","9"
"2735","9434","Sarród","8"
"2736","9435","Sarród","8"
"2737","8126","Sárszentágota","7"
"2738","7047","Sárszentlőrinc","17"
"2739","8141","Sárszentmihály","7"
"2740","8143","Sárszentmihály","7"
"2741","3386","Sarud","10"
"2742","9609","Sárvár","18"
"2743","9608","Sárvár","18"
"2744","9600","Sárvár","18"
"2745","7370","Sásd","2"
"2746","8308","Sáska","19"
"2747","3659","Sáta","4"
"2748","3944","Sátoraljaújhely","4"
"2749","3945","Sátoraljaújhely","4"
"2750","3988","Sátoraljaújhely","4"
"2751","3980","Sátoraljaújhely","4"
"2752","7785","Sátorhely","2"
"2753","8732","Sávoly","15"
"2754","9789","Sé","18"
"2755","7562","Segesd","15"
"2756","7960","Sellye","2"
"2757","3809","Selyeb","4"
"2758","3974","Semjén","4"
"2759","8862","Semjénháza","20"
"2760","8788","Sénye","20"
"2761","4533","Sényő","16"
"2762","8111","Seregélyes","7"
"2763","3729","Serényfalva","4"
"2764","8660","Sérsekszőlős","15"
"2765","8439","Sikátor","19"
"2766","7818","Siklós","2"
"2767","7800","Siklós","2"
"2768","7814","Siklósbodony","2"
"2769","7823","Siklósnagyfalu","2"
"2770","3881","Sima","4"
"2771","9633","Simaság","18"
"2772","7474","Simonfa","15"
"2773","7081","Simontornya","17"
"2774","7171","Sióagárd","17"
"2775","8611","Siófok","15"
"2776","8609","Siófok","15"
"2777","8600","Siófok","15"
"2778","8652","Siójut","15"
"2779","3332","Sirok","10"
"2780","9671","Sitke","18"
"2781","9315","Sobor","8"
"2782","8897","Söjtör","8"
"2783","9112","Sokorópátka","1"
"2784","6320","Solt","1"
"2785","6223","Soltszentimre","1"
"2786","6230","Soltvadkert","19"
"2787","8193","Sóly","14"
"2788","2083","Solymár","15"
"2789","8655","Som","2"
"2790","7728","Somberek","19"
"2791","8478","Somlójenő","19"
"2792","8483","Somlószőlős","19"
"2793","8481","Somlóvásárhely","19"
"2794","8484","Somlóvecse","15"
"2795","7454","Somodor","15"
"2796","7283","Somogyacsa","2"
"2797","7922","Somogyapáti","15"
"2798","7584","Somogyaracs","15"
"2799","7452","Somogyaszaló","15"
"2800","8684","Somogybabod","15"
"2801","8858","Somogybükkösd","15"
"2802","8726","Somogycsicsó","15"
"2803","7284","Somogydöröcske","15"
"2804","8666","Somogyegres","15"
"2805","8708","Somogyfajsz","15"
"2806","7455","Somogygeszti","2"
"2807","7925","Somogyhárságy","2"
"2808","7921","Somogyhatvan","15"
"2809","7443","Somogyjád","15"
"2810","8673","Somogymeggyes","15"
"2811","8733","Somogysámson","15"
"2812","7435","Somogysárd","15"
"2813","8737","Somogysimonyi","15"
"2814","8705","Somogyszentpál","15"
"2815","7276","Somogyszil","15"
"2816","7563","Somogyszob","15"
"2817","8683","Somogytúr","15"
"2818","7515","Somogyudvarhely","15"
"2819","8699","Somogyvámos","15"
"2820","8698","Somogyvár","2"
"2821","7924","Somogyviszló","15"
"2822","8734","Somogyzsitfa","16"
"2823","4954","Sonkád","7"
"2824","8123","Soponya","8"
"2825","9494","Sopron","8"
"2826","9408","Sopron","8"
"2827","9407","Sopron","8"
"2828","9400","Sopron","8"
"2829","9463","Sopronhorpács","8"
"2830","9483","Sopronkövesd","8"
"2831","9325","Sopronnémeti","18"
"2832","9743","Söpte","18"
"2833","8072","Söréd","20"
"2834","9774","Sorkifalud","18"
"2835","9774","Sorkikápolna","13"
"2836","8881","Sormás","14"
"2837","9773","Sorokpolány","4"
"2838","3131","Sóshartyán","2"
"2839","2038","Sóskút","18"
"2840","3716","Sóstófalva","20"
"2841","7960","Sósvertike","18"
"2842","9681","Sótony","7"
"2843","8096","Sukoró","7"
"2844","6346","Sükösd","2"
"2845","2242","Sülysáp","12"
"2846","2241","Sülysáp","20"
"2847","8330","Sümeg","1"
"2848","8357","Sümegcsehi","14"
"2849","8351","Sümegprága","14"
"2850","7960","Sumony","19"
"2851","2889","Súr","20"
"2852","8856","Surd","19"
"2853","2543","Süttő","12"
"2854","8151","Szabadbattyán","7"
"2855","2432","Szabadegyháza","7"
"2856","8139","Szabadhidvég","7"
"2857","8138","Szabadhidvég","7"
"2858","7253","Szabadi","15"
"2859","5712","Szabadkígyós","3"
"2860","6080","Szabadszállás","1"
"2861","7951","Szabadszentkirály","2"
"2862","7544","Szabás","15"
"2863","4467","Szabolcs","16"
"2864","4547","Szabolcsbáka","16"
"2865","4496","Szabolcsveresmart","16"
"2866","2111","Szada","14"
"2867","7383","Szágy","2"
"2868","7753","Szajk","2"
"2869","3334","Szajla","10"
"2870","5081","Szajol","11"
"2871","3786","Szakácsi","4"
"2872","7071","Szakadát","17"
"2873","3596","Szakáld","4"
"2874","7192","Szakály","17"
"2875","7213","Szakcs","17"
"2876","6336","Szakmár","1"
"2877","9934","Szaknyér","18"
"2878","4234","Szakoly","16"
"2879","9474","Szakony","8"
"2880","9983","Szakonyfalu","18"
"2881","2856","Szákszend","12"
"2882","9942","Szalafő","18"
"2883","7811","Szalánta","2"
"2884","8341","Szalapa","20"
"2885","3863","Szalaszend","4"
"2886","7334","Szalatnak","2"
"2887","7121","Szálka","17"
"2888","6086","Szalkszentmárton","1"
"2889","3163","Szalmatercs","13"
"2890","3754","Szalonna","4"
"2891","4767","Szamosangyalos","16"
"2892","4745","Szamosbecs","16"
"2893","4721","Szamoskér","16"
"2894","4735","Szamossályi","16"
"2895","4824","Szamosszeg","16"
"2896","4746","Szamostatárfalva","16"
"2897","4734","Szamosújlak","16"
"2898","2697","Szanda","13"
"2899","6131","Szank","1"
"2900","8622","Szántód","15"
"2901","9317","Szany","8"
"2902","8423","Szápár","19"
"2903","7843","Szaporca","2"
"2904","2066","Szár","7"
"2905","7184","Szárász","2"
"2906","7063","Szárazd","17"
"2907","9353","Szárföld","8"
"2908","2067","Szárliget","12"
"2909","5540","Szarvas","3"
"2910","3051","Szarvasgede","13"
"2911","9913","Szarvaskend","18"
"2912","5053","Szászberek","11"
"2913","3821","Szászfa","4"
"2914","7349","Szászvár","2"
"2915","4945","Szatmárcseke","16"
"2916","2656","Szátok","13"
"2917","9938","Szatta","18"
"2918","6763","Szatymaz","6"
"2919","7813","Szava","2"
"2920","2440","Százhalombatta","14"
"2921","7725","Szebény","2"
"2922","2692","Szécsénke","13"
"2923","3170","Szécsény","13"
"2924","3135","Szécsényfelfalu","13"
"2925","8879","Szécsisziget","20"
"2926","7751","Szederkény","2"
"2927","7056","Szedres","17"
"2928","6757","Szeged","6"
"2929","6791","Szeged","6"
"2930","6710","Szeged","6"
"2931","6771","Szeged","6"
"2932","6753","Szeged","6"
"2933","6700","Szeged","6"
"2934","6720","Szeged","6"
"2935","6721","Szeged","6"
"2936","6722","Szeged","6"
"2937","6723","Szeged","6"
"2938","6724","Szeged","6"
"2939","6725","Szeged","6"
"2940","6726","Szeged","6"
"2941","6727","Szeged","6"
"2942","6728","Szeged","6"
"2943","6729","Szeged","6"
"2944","8732","Szegerdő","15"
"2945","5520","Szeghalom","3"
"2946","3918","Szegi","4"
"2947","3918","Szegilong","4"
"2948","6635","Szegvár","6"
"2949","4534","Székely","16"
"2950","7737","Székelyszabar","2"
"2951","8019","Székesfehérvár","7"
"2952","8000","Székesfehérvár","7"
"2953","6821","Székkutas","6"
"2954","7100","Szekszárd","17"
"2955","9622","Szeleste","18"
"2956","5476","Szelevény","11"
"2957","7661","Szellő","2"
"2958","7763","Szemely","2"
"2959","9685","Szemenye","18"
"2960","3866","Szemere","4"
"2961","2640","Szendehely","13"
"2962","3752","Szendrő","4"
"2963","3751","Szendrőlád","4"
"2964","7477","Szenna","15"
"2965","8849","Szenta","15"
"2966","8272","Szentantalfa","19"
"2967","7472","Szentbalázs","15"
"2968","8281","Szentbékkálla","19"
"2969","7918","Szentborbás","15"
"2970","7913","Szentdénes","2"
"2971","3259","Szentdomonkos","10"
"2972","2655","Szente","13"
"2973","7915","Szentegát","2"
"2974","2000","Szentendre","14"
"2975","6600","Szentes","6"
"2976","8444","Szentgál","19"
"2977","7465","Szentgáloskér","15"
"2978","9981","Szentgotthárd","18"
"2979","9955","Szentgotthárd","18"
"2980","9970","Szentgotthárd","18"
"2981","8393","Szentgyörgyvár","20"
"2982","8975","Szentgyörgyvölgy","20"
"2983","8475","Szentimrefalva","19"
"2984","3418","Szentistván","4"
"2985","3844","Szentistvánbaksa","4"
"2986","8272","Szentjakabfa","19"
"2987","7681","Szentkatalin","2"
"2988","6031","Szentkirály","1"
"2989","8225","Szentkirályszabadja","19"
"2990","8947","Szentkozmadombja","20"
"2991","7936","Szentlászló","2"
"2992","8893","Szentliszló","20"
"2993","7940","Szentlőrinc","2"
"2994","2255","Szentlőrinckáta","14"
"2995","8872","Szentmargitfalva","20"
"2996","2254","Szentmártonkáta","14"
"2997","9799","Szentpéterfa","18"
"2998","8953","Szentpéterfölde","20"
"2999","4121","Szentpéterszeg","9"
"3000","8762","Szentpéterúr","20"
"3001","8717","Szenyér","15"
"3002","8861","Szepetnek","20"
"3003","9125","Szerecseny","8"
"3004","6512","Szeremle","1"
"3005","3900","Szerencs","4"
"3006","4162","Szerep","9"
"3007","4163","Szerep","9"
"3008","9523","Szergény","18"
"3009","2321","Szigetbecse","14"
"3010","2317","Szigetcsép","14"
"3011","2315","Szigethalom","14"
"3012","2015","Szigetmonostor","14"
"3013","2318","Szigetszentmárton","14"
"3014","2310","Szigetszentmiklós","14"
"3015","2319","Szigetújfalu","14"
"3016","7900","Szigetvár","2"
"3017","8264","Szigliget","19"
"3018","3377","Szihalom","10"
"3019","8969","Szijártóháza","20"
"3020","3800","Szikszó","4"
"3021","9326","Szil","8"
"3022","7664","Szilágy","2"
"3023","3125","Szilaspogony","13"
"3024","9312","Szilsárkány","8"
"3025","8986","Szilvágy","20"
"3026","7811","Szilvás","2"
"3027","7477","Szilvásszentmárton","10"
"3028","3348","Szilvásvárad","15"
"3029","3761","Szin","4"
"3030","3761","Szinpetri","4"
"3031","3044","Szirák","13"
"3032","3711","Szirmabesenyő","4"
"3033","2628","Szob","14"
"3034","8452","Szőc","14"
"3035","9935","Szőce","15"
"3036","2134","Sződ","11"
"3037","2133","Sződliget","11"
"3038","3762","Szögliget","18"
"3039","7833","Szőke","18"
"3040","7763","Szőkéd","18"
"3041","8736","Szőkedencs","12"
"3042","2624","Szokolya","4"
"3043","8625","Szólád","12"
"3044","5008","Szolnok","15"
"3045","5000","Szolnok","19"
"3046","3757","Szőlősardó","18"
"3047","8692","Szőlősgyörök","14"
"3048","9707","Szombathely","14"
"3049","9719","Szombathely","4"
"3050","9700","Szombathely","2"
"3051","2896","Szomód","2"
"3052","3411","Szomolya","15"
"3053","2822","Szomor","4"
"3054","7976","Szörény","15"
"3055","7285","Szorosad","2"
"3056","3341","Szúcs","10"
"3057","3034","Szőcsi","13"
"3058","2699","Szügy","4"
"3059","3154","Szuha","4"
"3060","3726","Szuhafő","4"
"3061","3731","Szuhakálló","2"
"3062","3734","Szuhogy","15"
"3063","7932","Szulimán","13"
"3064","7539","Szulok","10"
"3065","7735","Szőr","13"
"3066","3064","Szurdokpüspöki","2"
"3067","8660","Tab","15"
"3068","8088","Tabajd","7"
"3069","6224","Tabdi","1"
"3070","2381","Táborfalva","14"
"3071","8121","Tác","7"
"3072","8272","Tagyon","19"
"3073","2022","Tahitótfalu","14"
"3074","2021","Tahitótfalu","14"
"3075","8541","Takácsi","19"
"3076","4845","Tákos","16"
"3077","2335","Taksony","14"
"3078","3926","Taktabáj","4"
"3079","3922","Taktaharkány","4"
"3080","3924","Taktakenéz","4"
"3081","3921","Taktaszada","4"
"3082","8295","Taliándörögd","19"
"3083","3907","Tállya","4"
"3084","7091","Tamási","17"
"3085","7090","Tamási","17"
"3086","9762","Tanakajd","18"
"3087","9095","Táp","8"
"3088","2764","Tápióbicske","14"
"3089","2767","Tápiógyörgye","14"
"3090","2253","Tápióság","14"
"3091","2251","Tápiószecső","14"
"3092","2766","Tápiószele","14"
"3093","2711","Tápiószentmárton","14"
"3094","2769","Tápiószőlős","14"
"3095","9761","Táplánszentkereszt","18"
"3096","8297","Tapolca","19"
"3097","8300","Tapolca","19"
"3098","8718","Tapsony","15"
"3099","9094","Tápszentmiklós","8"
"3100","3073","Tar","13"
"3101","7514","Tarany","15"
"3102","3915","Tarcal","4"
"3103","3416","Tard","4"
"3104","3644","Tardona","4"
"3105","2834","Tardos","12"
"3106","5641","Tarhos","3"
"3107","2831","Tarján","12"
"3108","9092","Tarjánpuszta","8"
"3109","2945","Tárkány","12"
"3110","3369","Tarnabod","10"
"3111","3258","Tarnalelesz","10"
"3112","3284","Tarnaméra","10"
"3113","3294","Tarnaörs","10"
"3114","3331","Tarnaszentmária","10"
"3115","3382","Tarnaszentmiklós","10"
"3116","3283","Tarnazsadány","10"
"3117","2461","Tárnok","14"
"3118","9165","Tárnokréti","8"
"3119","4931","Tarpa","16"
"3120","7362","Tarrós","2"
"3121","8696","Táska","15"
"3122","6098","Tass","1"
"3123","7261","Taszár","15"
"3124","2534","Tát","12"
"3125","2835","Tata","12"
"3126","2890","Tata","12"
"3127","2800","Tatabánya","12"
"3128","6451","Tataháza","1"
"3129","2375","Tatárszentgyörgy","14"
"3130","6236","Tázlár","1"
"3131","4243","Téglás","9"
"3132","7381","Tékes","2"
"3133","7973","Teklafalu","2"
"3134","9812","Telekes","18"
"3135","5675","Telekgerendás","3"
"3136","8626","Teleki","15"
"3137","2089","Telki","14"
"3138","3896","Telkibánya","4"
"3139","7054","Tengelic","17"
"3140","7834","Tengeri","2"
"3141","8668","Tengőd","15"
"3142","3359","Tenk","10"
"3143","9111","Tényő","8"
"3144","4132","Tépe","9"
"3145","4342","Terem","16"
"3146","2696","Terény","13"
"3147","2652","Tereske","13"
"3148","3757","Teresztenye","4"
"3149","3334","Terpes","10"
"3150","8109","Tés","19"
"3151","2635","Tésa","14"
"3152","7843","Tésenfa","2"
"3153","7834","Téseny","2"
"3154","8991","Teskánd","20"
"3155","9100","Tét","8"
"3156","4184","Tetétlen","9"
"3157","7181","Tevel","17"
"3158","3423","Tibolddaróc","4"
"3159","4353","Tiborszállás","16"
"3160","8237","Tihany","19"
"3161","8731","Tikos","15"
"3162","8782","Tilaj","20"
"3163","4466","Timár","16"
"3164","2086","Tinnye","14"
"3165","4833","Tiszaadony","16"
"3166","6066","Tiszaalpár","1"
"3167","6067","Tiszaalpár","1"
"3168","3465","Tiszabábolna","4"
"3169","4951","Tiszabecs","16"
"3170","4474","Tiszabercel","16"
"3171","4624","Tiszabezdéd","16"
"3172","5232","Tiszabő","11"
"3173","5235","Tiszabura","11"
"3174","4947","Tiszacsécse","16"
"3175","4066","Tiszacsege","9"
"3176","3972","Tiszacsermely","4"
"3177","4455","Tiszadada","16"
"3178","5243","Tiszaderzs","11"
"3179","4456","Tiszadob","16"
"3180","3466","Tiszadorogma","4"
"3181","4446","Tiszaeszlár","16"
"3182","4464","Tiszaeszlár","16"
"3183","5461","Tiszaföldvár","11"
"3184","5430","Tiszaföldvár","11"
"3185","5359","Tiszafüred","11"
"3186","5358","Tiszafüred","11"
"3187","5244","Tiszafüred","11"
"3188","5350","Tiszafüred","11"
"3189","5233","Tiszagyenda","11"
"3190","4097","Tiszagyulaháza","9"
"3191","5361","Tiszaigar","11"
"3192","5464","Tiszainoka","11"
"3193","5094","Tiszajenő","11"
"3194","4493","Tiszakanyár","16"
"3195","3971","Tiszakarád","4"
"3196","6062","Tiszakécske","1"
"3197","6060","Tiszakécske","1"
"3198","4834","Tiszakerecseny","16"
"3199","3458","Tiszakeszi","4"
"3200","4946","Tiszakóród","16"
"3201","5472","Tiszakürt","11"
"3202","5471","Tiszakürt","11"
"3203","3929","Tiszaladány","4"
"3204","4447","Tiszalök","16"
"3205","4450","Tiszalök","16"
"3206","3565","Tiszalúc","4"
"3207","4645","Tiszamogyorós","16"
"3208","4463","Tiszanagyfalu","16"
"3209","3385","Tiszanána","10"
"3210","5362","Tiszaörs","11"
"3211","3587","Tiszapalkonya","4"
"3212","5211","Tiszapüspöki","11"
"3213","4503","Tiszarád","16"
"3214","5234","Tiszaroff","11"
"3215","5474","Tiszasas","11"
"3216","5061","Tiszasüly","11"
"3217","4831","Tiszaszalka","16"
"3218","5323","Tiszaszentimre","11"
"3219","5322","Tiszaszentimre","11"
"3220","4628","Tiszaszentmárton","16"
"3221","6756","Tiszasziget","6"
"3222","3928","Tiszatardos","4"
"3223","3589","Tiszatarján","4"
"3224","4486","Tiszatelek","16"
"3225","4487","Tiszatelek","16"
"3226","5082","Tiszatenyő","11"
"3227","6064","Tiszaug","1"
"3228","3580","Tiszaújváros","4"
"3229","3464","Tiszavalk","4"
"3230","5095","Tiszavárkony","11"
"3231","5092","Tiszavárkony","11"
"3232","4440","Tiszavasvári","16"
"3233","4832","Tiszavid","16"
"3234","4969","Tisztaberek","16"
"3235","4921","Tivadar","16"
"3236","2252","Tóalmás","14"
"3237","3354","Tófalu","10"
"3238","8946","Tófej","20"
"3239","7348","Tófő","2"
"3240","2073","Tök","4"
"3241","3910","Tokaj","12"
"3242","2531","Tokod","12"
"3243","2532","Tokodaltáró","18"
"3244","2316","Tököl","4"
"3245","9561","Tokorcs","9"
"3246","3934","Tolcsva","13"
"3247","4117","Told","17"
"3248","2657","Tolmács","17"
"3249","7131","Tolna","17"
"3250","7130","Tolna","11"
"3251","7083","Tolnanémedi","4"
"3252","9086","Töltéstava","1"
"3253","5324","Tomajmonostora","18"
"3254","3787","Tomor","7"
"3255","9738","Tömörd","20"
"3256","6646","Tömörkény","2"
"3257","6422","Tompa","18"
"3258","9662","Tompaládony","4"
"3259","2463","Tordas","4"
"3260","8876","Tormafölde","4"
"3261","7383","Tormás","4"
"3262","9736","Tormásliget","4"
"3263","3765","Tornabarakony","20"
"3264","3761","Tornakápolna","4"
"3265","3767","Tornanádaska","16"
"3266","3765","Tornaszentandrás","18"
"3267","3769","Tornaszentjakab","15"
"3268","8877","Tornyiszentmiklós","11"
"3269","3877","Tornyosnémeti","3"
"3270","4642","Tornyospálca","2"
"3271","2045","Törökbálint","20"
"3272","7285","Törökkoppány","20"
"3273","5212","Törökszentmiklós","15"
"3274","5200","Törökszentmiklós","19"
"3275","9791","Torony","14"
"3276","2747","Törtel","14"
"3277","8660","Torvaj","8"
"3278","5091","Tószeg","18"
"3279","5940","Tótkomlós","6"
"3280","7981","Tótszentgyörgy","14"
"3281","8865","Tótszentmárton","15"
"3282","8864","Tótszerdahely","11"
"3283","7755","Töttös","11"
"3284","7918","Tótújfalu","14"
"3285","8246","Tótvázsony","2"
"3286","3724","Trizs","4"
"3287","4731","Tunyogmatolcs","16"
"3288","2194","Tura","14"
"3289","4944","Túristvándi","16"
"3290","8796","Türje","11"
"3291","5420","Túrkeve","2"
"3292","7811","Túrony","16"
"3293","4968","Túrricse","16"
"3294","8477","Tüskevár","20"
"3295","4623","Tuzsér","19"
"3296","4762","Tyukod","16"
"3297","7718","Udvar","2"
"3298","7066","Udvari","17"
"3299","8564","Ugod","19"
"3300","2066","Újbarok","7"
"3301","3716","Újcsanálos","4"
"3302","4491","Újdombrád","16"
"3303","4244","Újfehértó","16"
"3304","2367","Újhartyán","14"
"3305","4146","Újiráz","9"
"3306","7095","Újireg","17"
"3307","4635","Újkenéz","16"
"3308","9472","Újkér","8"
"3309","5661","Újkígyós","3"
"3310","2724","Újlengyel","14"
"3311","4288","Újléta","9"
"3312","3387","Újlőrincfalva","10"
"3313","7766","Újpetre","2"
"3314","9244","Újrónafő","8"
"3315","6320","Újsolt","1"
"3316","5727","Újszalonta","3"
"3317","5052","Újszász","11"
"3318","6754","Újszentiván","6"
"3319","4065","Újszentmargita","9"
"3320","2768","Újszilvás","14"
"3321","6337","Újtelek","1"
"3322","4096","Újtikos","9"
"3323","8778","Újudvar","20"
"3324","7436","Újvárfalva","15"
"3325","8347","Ukk","19"
"3326","6794","Üllés","8"
"3327","2225","Üllő","12"
"3328","9464","Und","4"
"3329","2528","Úny","16"
"3330","3622","Uppony","18"
"3331","4763","Ura","7"
"3332","9651","Uraiújfalu","14"
"3333","8142","Úrhida","19"
"3334","2244","Úri","16"
"3335","8409","Úrkút","1"
"3336","2096","Üröm","19"
"3337","4952","Uszka","6"
"3338","6332","Uszód","14"
"3339","8321","Uzsa","14"
"3340","2600","Vác","14"
"3341","2167","Vácduka","14"
"3342","2184","Vácegres","14"
"3343","2164","Váchartyán","14"
"3344","2185","Váckisújfalu","14"
"3345","2163","Vácrátót","14"
"3346","2115","Vácszentlászló","14"
"3347","3636","Vadna","4"
"3348","9346","Vadosfa","8"
"3349","9327","Vág","8"
"3350","3992","Vágáshuta","4"
"3351","4562","Vaja","16"
"3352","3961","Vajdácska","4"
"3353","7838","Vajszló","2"
"3354","7041","Vajta","7"
"3355","2473","Vál","7"
"3356","2114","Valkó","14"
"3357","8885","Valkonya","20"
"3358","4351","Vállaj","16"
"3359","8316","Vállus","20"
"3360","4936","Vámosatya","16"
"3361","9665","Vámoscsalád","18"
"3362","3291","Vámosgyörk","10"
"3363","2635","Vámosmikola","14"
"3364","4966","Vámosoroszi","16"
"3365","4287","Vámospércs","9"
"3366","9061","Vámosszabadi","4"
"3367","3941","Vámosújfalu","8"
"3368","4119","Váncsod","9"
"3369","2688","Vanyarc","13"
"3370","8552","Vanyola","19"
"3371","7973","Várad","2"
"3372","7354","Váralja","17"
"3373","8723","Varászló","15"
"3374","3254","Váraszó","10"
"3375","9243","Várbalog","8"
"3376","3778","Varbó","4"
"3377","3756","Varbóc","4"
"3378","7442","Várda","15"
"3379","7146","Várdomb","17"
"3380","8891","Várfölde","20"
"3381","7370","Varga","2"
"3382","2824","Várgesztes","12"
"3383","8523","Várkesző","19"
"3384","7214","Várong","17"
"3385","6033","Városföld","1"
"3386","8445","Városlőd","19"
"3387","8103","Várpalota","19"
"3388","8104","Várpalota","19"
"3389","8100","Várpalota","19"
"3390","7067","Varsád","17"
"3391","3178","Varsány","13"
"3392","8316","Várvölgy","20"
"3393","2211","Vasad","14"
"3394","9921","Vasalja","18"
"3395","7926","Vásárosbéc","2"
"3396","7362","Vásárosdombó","2"
"3397","9343","Vásárosfalu","8"
"3398","9552","Vásárosmiske","18"
"3399","4803","Vásárosnamény","16"
"3400","4804","Vásárosnamény","16"
"3401","4800","Vásárosnamény","16"
"3402","9744","Vasasszonyfa","18"
"3403","8914","Vasboldogasszony","20"
"3404","9661","Vasegerszeg","18"
"3405","9674","Vashosszúfalu","18"
"3406","9795","Vaskeresztes","18"
"3407","6521","Vaskút","1"
"3408","4502","Vasmegyer","16"
"3409","8998","Vaspör","20"
"3410","9741","Vassurány","18"
"3411","8245","Vászoly","19"
"3412","9763","Vasszécseny","18"
"3413","9953","Vasszentmihály","18"
"3414","9747","Vasszilvágy","18"
"3415","9800","Vasvár","18"
"3416","8542","Vaszar","19"
"3417","9748","Vát","18"
"3418","3431","Vatta","4"
"3419","7370","Vázsnok","2"
"3420","3265","Vécs","10"
"3421","2220","Vecsés","14"
"3422","5811","Végegyháza","3"
"3423","7838","Vejti","2"
"3424","7333","Vékény","2"
"3425","4143","Vekerd","9"
"3426","9726","Velem","18"
"3427","9946","Velemér","18"
"3428","2481","Velence","7"
"3429","7951","Velény","2"
"3430","7726","Véménd","2"
"3431","9062","Vének","8"
"3432","9751","Vép","18"
"3433","2477","Vereb","7"
"3434","2112","Veresegyház","14"
"3435","2621","Verőce","14"
"3436","3351","Verpelét","10"
"3437","2174","Verseg","14"
"3438","7752","Versend","2"
"3439","8089","Vértesacsa","7"
"3440","8085","Vértesboglár","7"
"3441","2859","Vérteskethely","12"
"3442","2823","Vértessomló","12"
"3443","2833","Vértestolna","12"
"3444","2837","Vértesszőlős","12"
"3445","8721","Vése","15"
"3446","9352","Veszkény","8"
"3447","8412","Veszprém","19"
"3448","8411","Veszprém","19"
"3449","8200","Veszprém","19"
"3450","8248","Veszprémfajsz","19"
"3451","8475","Veszprémgalsa","19"
"3452","8438","Veszprémvarsány","19"
"3453","5530","Vésztő","3"
"3454","5093","Vezseny","11"
"3455","8484","Vid","19"
"3456","8294","Vigántpetend","19"
"3457","7773","Villány","2"
"3458","7772","Villánykövesd","2"
"3459","3891","Vilmány","4"
"3460","8194","Vilonya","19"
"3461","3991","Vilyvitány","4"
"3462","9535","Vinár","19"
"3463","8354","Vindornyafok","20"
"3464","8353","Vindornyalak","20"
"3465","8355","Vindornyaszőlős","20"
"3466","2026","Visegrád","14"
"3467","2025","Visegrád","14"
"3468","7533","Visnye","15"
"3469","3272","Visonta","10"
"3470","3271","Visonta","10"
"3471","3956","Viss","4"
"3472","8681","Visz","15"
"3473","9932","Viszák","18"
"3474","3825","Viszló","4"
"3475","3293","Visznek","10"
"3476","9371","Vitnyéd","8"
"3477","7588","Vízvár","15"
"3478","3128","Vizslás","13"
"3479","3888","Vizsoly","4"
"3480","7768","Vokány","2"
"3481","8314","Vonyarcvashegy","20"
"3482","8931","Vöckönd","20"
"3483","9462","Völcsej","8"
"3484","9516","Vönöck","18"
"3485","8291","Vöröstó","19"
"3486","8711","Vörs","15"
"3487","3124","Zabar","13"
"3488","7976","Zádor","2"
"3489","3726","Zádorfalva","4"
"3490","5051","Zagyvarékas","11"
"3491","3031","Zagyvaszántó","10"
"3492","4625","Záhony","16"
"3493","8868","Zajk","20"
"3494","4974","Zajta","16"
"3495","8853","Zákány","15"
"3496","6787","Zákányszék","6"
"3497","8660","Zala","15"
"3498","8741","Zalaapáti","20"
"3499","8971","Zalabaksa","20"
"3500","8798","Zalabér","20"
"3501","8992","Zalaboldogfa","20"
"3502","8782","Zalacsány","20"
"3503","8996","Zalacséb","20"
"3504","8900","Zalaegerszeg","20"
"3505","8344","Zalaerdőd","19"
"3506","8349","Zalagyömörő","19"
"3507","8308","Zalahaláp","19"
"3508","8997","Zalaháshágy","20"
"3509","8761","Zalaigrice","20"
"3510","8932","Zalaistvánd","20"
"3511","8749","Zalakaros","20"
"3512","8751","Zalakomár","20"
"3513","8752","Zalakomár","20"
"3514","8354","Zalaköveskút","20"
"3515","8999","Zalalövő","20"
"3516","8348","Zalameggyes","19"
"3517","8747","Zalamerenye","20"
"3518","8756","Zalasárszeg","20"
"3519","8743","Zalaszabar","20"
"3520","8353","Zalaszántó","20"
"3521","8476","Zalaszegvár","19"
"3522","8772","Zalaszentbalázs","20"
"3523","8795","Zalaszentgrót","20"
"3524","8793","Zalaszentgrót","20"
"3525","8785","Zalaszentgrót","20"
"3526","8789","Zalaszentgrót","20"
"3527","8790","Zalaszentgrót","20"
"3528","8994","Zalaszentgyörgy","20"
"3529","8921","Zalaszentiván","20"
"3530","8827","Zalaszentjakab","20"
"3531","8788","Zalaszentlászló","20"
"3532","8921","Zalaszentlőrinc","20"
"3533","8764","Zalaszentmárton","20"
"3534","8936","Zalaszentmihály","20"
"3535","8969","Zalaszombatfa","20"
"3536","7839","Zaláta","2"
"3537","8947","Zalatárnok","20"
"3538","8822","Zalaújlak","20"
"3539","8392","Zalavár","20"
"3540","8792","Zalavég","20"
"3541","3957","Zalkod","4"
"3542","8621","Zamárdi","15"
"3543","8081","Zámoly","7"
"3544","8251","Zánka","19"
"3545","3296","Zaránk","10"
"3546","7182","Závod","17"
"3547","8957","Zebecke","20"
"3548","2627","Zebegény","14"
"3549","3977","Zemplénagárd","4"
"3550","7720","Zengővárkony","2"
"3551","8112","Zichyújfalu","7"
"3552","8672","Zics","15"
"3553","3794","Ziliz","4"
"3554","7471","Zimány","15"
"3555","8420","Zirc","19"
"3556","7671","Zók","2"
"3557","7173","Zomba","17"
"3558","5537","Zsadány","3"
